ID,Name,Age,Salary,Department
130,Eve,58,115714.46,Marketing
131,Charlie,48,99025.69,IT
132,Eve,33,98355.15,Marketing
133,David,36,81043.34,HR
134,Eve,66,56415.42,Marketing
135,Charlie,53,73439.89,Sales
136,Charlie,50,116976.06,Marketing
137,David,23,102347.25,HR
138,Bob,33,83296.48,HR
139,Bob,62,112954.23,IT
140,Eve,21,73817.75,HR
141,Alice,69,112340.70,Finance
142,Eve,26,85266.45,IT
143,David,42,58816.11,Sales
144,David,40,90916.16,HR
145,David,21,99916.34,HR
146,David,22,98580.42,IT
147,David,43,102129.63,Sales
148,Charlie,44,121341.87,Sales
149,Bob,21,50900.50,Marketing
150,David,38,100008.52,HR
151,Alice,42,118121.78,IT
153,Alice,48,69448.03,HR
154,Alice,34,53683.16,Finance
155,Charlie,24,87155.67,HR
152,Alice,28,66710.10,Sales
156,Alice,58,126623.74,Finance
157,David,44,55605.46,Sales
158,Eve,66,113282.84,IT
159,Alice,68,56863.81,Sales
160,Charlie,30,49454.84,HR
161,Charlie,48,89157.64,Marketing
162,Alice,21,93326.56,Marketing
163,Eve,26,106574.45,IT
164,Alice,60,85557.18,Marketing
165,Charlie,62,69977.62,HR
166,Bob,47,49706.21,Marketing
167,David,41,74276.34,Marketing
168,Charlie,65,106588.48,HR
169,Alice,59,125311.51,HR
170,David,21,97609.90,Marketing
171,Alice,20,113318.06,HR
172,Alice,56,98543.77,Finance
173,Bob,46,53793.94,Sales
174,David,38,116629.50,Sales
175,David,29,105079.24,Marketing
176,Bob,35,56597.23,Finance
177,Charlie,22,80795.89,Finance
178,Alice,40,125480.48,IT
179,Eve,34,97602.97,Sales
180,Alice,54,122166.21,IT
181,Alice,69,56064.95,Finance
182,Charlie,48,114877.03,IT
183,Alice,29,53071.58,IT
184,Bob,65,106727.77,Marketing
185,Bob,65,95707.77,IT
186,David,39,113142.29,HR
187,Eve,56,104880.65,Finance
188,Alice,69,75713.01,Marketing
189,Alice,62,122703.26,Marketing
190,Charlie,22,68435.96,Finance
191,Bob,68,72504.84,Finance
193,David,33,113010.66,Sales
192,Eve,37,105366.31,HR
194,Bob,27,63210.36,IT
195,David,29,83942.66,Marketing
196,Charlie,23,54655.07,HR
197,Charlie,40,41552.08,IT
198,Alice,42,67643.67,IT
199,Eve,38,126503.93,Finance
200,David,36,56802.78,Marketing
201,Bob,51,38686.98,Finance
202,Charlie,57,94255.99,HR
203,Alice,37,67336.86,HR
204,Alice,58,103413.80,IT
205,David,20,55986.74,Marketing
206,Charlie,24,100168.94,HR
207,Eve,20,118278.79,HR
208,Charlie,60,78503.53,Finance
209,David,61,127525.55,Sales
210,David,62,112525.35,Marketing
211,Charlie,21,73081.45,HR
212,David,51,63095.94,HR
213,Charlie,23,131320.31,HR
214,Bob,38,125269.16,IT
215,Charlie,61,102531.85,HR
216,Charlie,59,65001.12,Finance
217,David,69,44233.07,Marketing
219,Alice,66,105222.25,Marketing
220,Alice,29,94911.75,HR
218,David,21,48218.91,Marketing
221,Bob,68,56242.61,Marketing
222,Alice,38,43157.98,IT
223,Charlie,64,130751.37,Finance
224,David,51,98538.84,HR
225,Alice,24,35388.27,HR
226,Alice,68,50992.48,Marketing
227,Bob,57,92412.71,Finance
228,Bob,67,48025.43,Sales
229,Charlie,63,66457.95,HR
230,David,57,96272.40,IT
231,Bob,38,34866.62,Marketing
232,Alice,42,34773.56,Finance
233,David,23,66282.42,IT
234,David,44,130382.48,Sales
235,Alice,52,55051.21,HR
236,Bob,61,73541.09,Sales
237,Alice,18,97524.74,Marketing
238,David,34,67637.86,Sales
239,Eve,22,89728.92,HR
240,Eve,61,38923.34,Finance
241,Charlie,49,81722.11,Sales
242,Alice,35,58984.20,Finance
243,Alice,62,124706.85,HR
244,Charlie,58,82971.86,Finance
245,Charlie,52,62788.66,Marketing
246,Charlie,53,56385.21,Sales
247,David,59,43749.21,Sales
248,Alice,27,89102.54,HR
249,David,19,53347.67,Marketing
250,Charlie,35,122388.88,HR
251,Alice,52,126224.52,Sales
252,David,60,75361.02,Finance
253,David,39,66587.66,Sales
254,Charlie,22,71394.30,Sales
255,Alice,64,61986.92,Finance
256,Charlie,41,124175.03,Sales
257,Alice,49,126682.53,Marketing
258,Eve,66,68320.78,Sales
259,Bob,51,119571.17,Finance
260,Bob,54,92524.39,HR
261,Bob,66,115886.66,Finance
262,Charlie,28,82275.91,IT
263,Eve,27,46605.97,Finance
264,Alice,40,72451.53,Sales
265,David,68,80933.51,Finance
266,Alice,55,100168.61,Finance
267,David,27,110602.51,Sales
268,Alice,60,46392.03,Finance
269,Eve,24,94845.21,Marketing
270,David,65,78679.08,HR
271,Charlie,30,85099.87,HR
272,Alice,40,52986.54,Marketing
273,Alice,28,44793.28,Sales
274,David,52,60645.28,Finance
275,Charlie,25,59022.58,Finance
276,Charlie,40,60514.70,IT
277,Eve,53,131640.22,IT
278,Charlie,24,83939.40,IT
279,Charlie,27,122400.98,Marketing
280,Charlie,29,96316.35,IT
281,Bob,48,43768.59,Finance
282,Eve,28,70554.54,IT
283,Alice,54,87179.97,Finance
284,David,43,103312.49,Finance
285,Alice,22,94276.57,Marketing
286,Eve,68,115300.69,Marketing
287,David,64,98424.24,HR
288,Eve,24,36640.06,Finance
289,Charlie,53,42591.72,IT
290,David,24,97331.01,Marketing
291,Charlie,56,87162.64,Sales
292,Alice,59,56342.94,HR
293,Alice,53,57574.16,Finance
294,David,67,66337.26,Finance
295,David,23,83781.01,Sales
296,Eve,38,131897.07,Marketing
297,Eve,18,127800.57,Sales
298,Charlie,19,75566.62,Finance
299,David,20,101867.65,Finance
300,Alice,56,53089.89,Sales
301,Eve,51,64030.33,Finance
302,Eve,31,123090.36,Sales
303,Alice,42,48325.52,Sales
304,Eve,54,117456.09,HR
305,Charlie,54,40156.10,Marketing
306,David,33,59550.49,IT
307,Alice,32,56842.40,Finance
308,David,65,89420.80,Sales
309,Eve,41,52976.78,IT
310,Eve,58,55235.65,Finance
311,Alice,25,91242.73,HR
312,Charlie,19,125900.38,Sales
313,Bob,59,34875.15,Sales
314,Alice,43,126360.50,Finance
315,Bob,35,62190.52,IT
316,Bob,35,55155.48,HR
317,Charlie,36,72023.21,Finance
318,Bob,54,131734.46,HR
319,Bob,50,86933.71,Finance
320,Charlie,49,123558.78,HR
321,Bob,42,98822.03,HR
322,Bob,44,91728.44,IT
323,Bob,38,50399.24,IT
324,Alice,40,72192.65,HR
325,Alice,28,82031.34,Marketing
326,Alice,38,113665.57,Finance
327,Charlie,60,111045.35,Sales
328,Eve,48,120594.21,Sales
329,Bob,52,115135.22,Finance
330,Bob,52,117703.47,Finance
331,Charlie,33,34888.75,Sales
332,Bob,69,52984.56,IT
333,Alice,64,45120.34,Marketing
334,Eve,48,46047.62,IT
336,Bob,59,75387.78,Finance
335,David,30,45450.62,IT
337,Alice,36,71768.71,Finance
338,David,27,70152.11,Finance
339,Eve,65,56384.51,HR
340,David,55,72277.84,IT
341,Alice,22,47951.83,HR
342,David,64,110491.41,IT
343,Charlie,66,112940.84,Sales
344,David,21,116428.97,IT
345,Bob,57,131398.47,Marketing
346,Bob,29,38248.02,Marketing
347,Charlie,62,86948.81,HR
348,Alice,58,54422.08,Sales
349,Bob,43,69531.02,Finance
350,Eve,64,115497.27,IT
351,Bob,60,53453.74,Finance
352,Bob,32,120467.55,Sales
353,Alice,49,104916.80,Marketing
354,David,46,63214.54,IT
355,Bob,47,60763.75,Finance
356,Charlie,46,58361.14,HR
357,David,44,39936.42,HR
358,Eve,32,39032.31,Marketing
359,Alice,53,54398.68,Sales
360,Eve,45,103172.70,Marketing
361,David,33,104351.24,HR
362,David,27,94816.77,Sales
363,David,51,89728.72,HR
364,Eve,29,42598.99,Sales
365,David,42,44630.84,HR
366,Eve,25,91243.89,Sales
367,David,66,101747.79,HR
368,Charlie,49,48155.78,IT
369,David,41,54454.71,Finance
370,Eve,22,80902.99,Finance
371,Bob,36,53797.38,Marketing
372,David,28,46669.12,Sales
373,Bob,34,119358.34,Marketing
374,Charlie,45,52740.35,Marketing
375,Alice,41,40046.16,Finance
376,Charlie,55,122676.13,IT
377,David,29,40471.56,IT
378,Bob,48,103322.98,HR
379,Bob,24,120354.55,HR
380,Eve,65,67782.32,HR
381,Bob,20,64335.79,Marketing
382,Eve,29,54663.93,Finance
383,Alice,43,67221.08,IT
384,David,57,73651.99,IT
385,Eve,20,47597.22,Sales
386,Alice,64,56873.45,IT
387,Bob,55,66811.79,IT
388,Bob,46,66179.02,Marketing
389,Alice,57,48877.61,Finance
390,Bob,61,129299.49,Finance
391,Alice,62,120552.08,Finance
392,Eve,38,121103.68,HR
393,Eve,66,49489.76,Marketing
394,Alice,66,77441.50,HR
395,Eve,46,98100.45,Finance
396,Eve,46,38989.90,Marketing
397,Eve,63,36810.78,Sales
398,Charlie,43,54394.56,Finance
399,David,33,66297.19,Sales
400,Bob,28,48227.99,Finance
401,Charlie,55,52277.62,Sales
402,Eve,43,113869.55,Marketing
403,Alice,47,111923.81,Marketing
404,Eve,59,106815.87,Sales
405,David,56,54224.35,Finance
406,Eve,40,57107.77,Marketing
407,Alice,26,120865.53,Sales
408,David,45,118860.36,Sales
409,Eve,39,66242.99,HR
410,David,59,87668.63,Marketing
411,Bob,45,101015.13,IT
412,Bob,29,125432.92,IT
413,Eve,36,40684.71,Sales
414,David,61,87131.94,Finance
415,Alice,36,123775.75,HR
416,Eve,64,56233.65,HR
417,Bob,37,42370.25,Sales
418,Bob,55,47327.08,HR
419,Eve,64,44334.97,HR
420,David,37,42164.34,Marketing
421,Bob,65,52048.24,IT
422,David,19,97422.28,HR
423,Bob,40,37114.10,Marketing
424,Bob,35,61651.82,HR
425,Charlie,38,76927.35,Sales
426,Bob,48,53246.61,Marketing
427,Alice,22,47721.52,Marketing
428,Eve,25,40604.33,HR
429,Eve,60,131859.21,Finance
430,David,32,49765.24,HR
431,Bob,54,97838.52,Finance
432,Alice,31,96411.04,Marketing
433,David,45,90211.99,HR
434,Charlie,27,106200.80,HR
435,David,23,65738.76,Marketing
436,David,63,88366.80,Marketing
437,Bob,37,51853.87,IT
438,Charlie,21,66985.46,IT
439,David,63,129438.22,Sales
440,Alice,20,92606.37,Sales
441,Alice,48,52439.13,Marketing
442,Eve,67,124324.79,Finance
443,Charlie,37,71333.15,Marketing
444,Charlie,60,65516.98,IT
445,Eve,42,70816.02,HR
446,David,42,76037.76,HR
447,Charlie,29,64356.15,IT
448,Alice,65,53559.34,HR
449,Alice,37,49704.12,Sales
450,Bob,58,83230.85,HR
451,Charlie,60,53684.19,Sales
452,David,45,120843.58,Marketing
453,Eve,48,122954.91,Marketing
454,Eve,26,63043.76,IT
455,David,26,52518.94,Marketing
456,Bob,56,106765.11,IT
457,Eve,26,44943.54,Marketing
458,Charlie,50,120909.36,Finance
459,Bob,53,68158.38,Marketing
460,Charlie,55,53651.94,HR
461,Alice,39,117491.18,IT
462,Bob,60,94050.71,Finance
463,Eve,66,37144.69,HR
464,Bob,18,128997.92,IT
465,Bob,31,130040.77,Marketing
466,Bob,34,116552.49,Sales
467,Bob,41,115442.79,HR
468,Charlie,66,45988.75,Sales
469,Alice,26,44619.28,HR
470,David,27,40803.71,IT
471,Bob,35,61826.42,IT
472,Eve,26,56559.45,IT
473,Bob,30,61841.58,Marketing
474,Eve,60,95401.81,IT
475,Charlie,51,56821.12,IT
476,Eve,21,77399.48,Marketing
477,David,60,97678.53,IT
478,Alice,48,50375.58,Marketing
479,Eve,48,131146.73,Marketing
480,Eve,44,118949.42,Finance
481,Alice,58,102972.88,HR
482,David,42,130890.19,IT
483,Bob,41,43273.52,Sales
484,Eve,29,39911.04,HR
485,Alice,38,55771.55,Finance
486,Charlie,34,63265.37,HR
487,Alice,19,96162.39,HR
488,Charlie,45,131752.25,Sales
489,David,31,122908.90,IT
490,Bob,69,94755.09,IT
491,Alice,26,55817.27,Finance
492,Eve,21,85620.15,HR
493,David,22,104565.15,HR
494,Alice,66,111383.10,Sales
495,Eve,30,130982.50,Finance
496,Alice,38,41264.53,IT
497,Charlie,31,126294.75,Marketing
498,Alice,35,51612.77,Sales
499,Alice,26,93280.77,HR
500,Alice,43,96754.90,HR
501,David,59,57180.12,IT
502,Alice,61,50733.05,IT
503,Eve,44,60926.18,Finance
504,Charlie,58,59487.30,Sales
505,Charlie,38,111404.79,Sales
506,Alice,47,56318.28,HR
507,David,61,102288.54,Sales
508,David,27,49956.58,Sales
509,Eve,49,69549.23,Marketing
510,Alice,23,52021.99,IT
511,Charlie,43,124821.29,HR
512,David,41,112693.10,HR
513,Alice,58,36316.51,Sales
514,David,69,65332.83,Sales
515,David,63,64460.84,Sales
516,Charlie,31,76649.04,Marketing
517,Bob,62,57046.93,Finance
518,Eve,43,83505.34,Marketing
519,Eve,53,61677.18,Finance
520,Charlie,24,70610.66,Finance
521,David,54,70754.55,Sales
522,Alice,53,112059.46,HR
523,David,67,90617.23,Sales
524,Charlie,19,63233.28,Marketing
525,Eve,46,113794.79,HR
526,David,37,56645.97,IT
527,Eve,59,52822.72,Sales
528,Alice,57,45187.09,Finance
529,Eve,69,97594.43,Marketing
530,Eve,26,58070.97,Sales
531,Bob,48,70251.88,IT
532,Bob,38,123943.95,Sales
533,Bob,52,75196.67,Sales
534,Eve,46,53296.95,HR
535,Charlie,35,101760.00,Finance
536,Eve,69,104204.90,HR
537,Charlie,47,131045.87,Sales
538,Charlie,30,46442.66,Marketing
539,Bob,28,57897.32,Marketing
540,David,42,55400.01,IT
541,Alice,43,85621.47,HR
542,Bob,37,125431.27,Marketing
543,Bob,42,86558.77,IT
544,David,27,54916.37,HR
545,Alice,30,68935.35,HR
546,Eve,49,106545.76,HR
547,Eve,52,81174.73,IT
548,Bob,42,56121.62,HR
549,Alice,41,99161.86,Marketing
550,Bob,46,99293.91,Marketing
551,Charlie,52,128098.19,HR
552,Bob,69,117515.57,IT
553,Bob,69,116919.44,Sales
554,Eve,66,122302.27,HR
555,Eve,38,92277.85,HR
556,Eve,29,76654.29,Sales
557,Charlie,62,39457.58,Finance
558,Eve,65,68803.88,HR
559,Alice,68,78746.44,IT
560,David,24,126409.14,HR
561,Alice,24,84436.54,Sales
562,Alice,38,89408.89,Marketing
563,Eve,34,93063.90,Sales
564,David,64,124218.24,Marketing
565,David,21,68763.07,HR
566,David,62,123573.26,Marketing
567,Charlie,66,88072.65,HR
568,Eve,50,40277.96,Sales
569,David,25,69628.04,Sales
570,Charlie,35,43505.36,IT
571,Bob,33,56240.17,Marketing
572,Bob,48,65692.42,Sales
573,Charlie,65,128194.77,Marketing
574,Charlie,58,88684.87,HR
575,Eve,34,130342.40,HR
576,Eve,46,60483.68,Sales
577,Bob,58,96484.64,IT
578,David,34,84819.38,HR
579,Bob,43,68443.34,Finance
580,David,27,122904.28,Marketing
581,David,32,75935.99,IT
582,Eve,48,68640.34,Sales
583,Alice,57,54334.44,Marketing
584,Alice,66,103605.64,Sales
585,Charlie,25,91077.63,Marketing
586,Eve,66,54389.85,Marketing
587,David,62,114238.10,Finance
588,Alice,57,126907.36,HR
589,David,19,98464.46,Marketing
590,Alice,32,71366.58,Marketing
591,Alice,41,111364.79,Finance
593,Eve,23,37387.87,Sales
592,Alice,45,85467.59,Marketing
594,Bob,57,95141.78,Sales
595,David,20,105280.93,HR
596,Eve,33,58839.43,IT
597,Eve,19,59625.13,Finance
598,Eve,27,62594.61,Finance
599,Eve,20,97502.07,Finance
600,Eve,28,52593.96,Sales
601,Charlie,64,100435.43,IT
602,David,42,46341.37,HR
603,Eve,19,81614.75,Marketing
604,David,26,104841.17,Sales
605,Charlie,36,96403.16,Sales
606,Charlie,66,92113.71,IT
607,David,47,102652.63,HR
608,Alice,18,47087.16,IT
609,Bob,40,83084.34,HR
610,Alice,57,114546.42,Marketing
611,Alice,18,72923.91,Sales
612,Alice,28,53166.02,Finance
613,Eve,33,44030.69,HR
614,Charlie,46,116563.08,Marketing
615,Alice,56,125961.91,Marketing
616,Charlie,64,92480.95,Finance
617,David,24,35292.15,Sales
618,Bob,55,39310.28,Marketing
619,David,21,52296.94,Sales
620,David,53,35650.95,IT
621,Eve,27,82075.03,Finance
622,Bob,41,57738.15,Marketing
623,David,47,53727.51,Finance
624,David,68,69502.28,Finance
625,Bob,27,51265.46,Marketing
626,Bob,61,88779.48,HR
627,David,69,42501.95,Finance
628,Bob,58,55162.29,Sales
629,David,24,43832.76,HR
630,David,50,121887.82,HR
631,Eve,37,61210.83,IT
632,Alice,23,104752.18,HR
633,David,39,47852.30,HR
634,Charlie,33,106683.26,Marketing
635,Alice,33,77296.74,Sales
636,Alice,51,103865.10,Sales
637,Alice,40,77608.11,HR
638,Eve,20,52287.15,HR
639,David,39,47923.17,Marketing
640,Eve,45,57450.54,Marketing
641,David,36,75403.51,HR
642,Eve,55,78180.60,Sales
643,Eve,59,77804.46,IT
644,Charlie,57,90059.89,Marketing
645,Eve,38,46833.45,Sales
646,Bob,50,117901.33,Marketing
647,Charlie,20,118505.84,IT
648,Eve,50,91887.63,Finance
649,Alice,25,114239.41,HR
650,Bob,56,54966.62,Finance
651,Bob,28,78533.91,Marketing
652,Bob,59,48170.36,Marketing
653,Charlie,45,86440.43,Sales
654,Eve,45,130345.03,IT
655,Eve,46,54472.72,Sales
656,Alice,37,54355.19,Sales
657,Alice,60,113465.95,IT
658,Bob,48,69669.29,Finance
659,Alice,69,56679.59,Finance
660,Charlie,34,55773.26,Marketing
661,Eve,31,87122.81,Marketing
662,Bob,53,82807.84,IT
663,Alice,50,123856.40,Marketing
664,Charlie,38,76520.64,HR
665,Charlie,54,88562.97,Marketing
666,Alice,51,77093.38,IT
667,Eve,59,117605.27,Sales
668,Alice,35,47131.75,HR
669,Bob,26,72480.71,Sales
670,Alice,35,118947.42,Marketing
671,Charlie,22,38495.67,IT
672,Alice,29,104676.32,Finance
673,Eve,65,56129.34,IT
674,David,19,106943.61,Marketing
675,Alice,19,89100.95,IT
676,Eve,38,69838.99,HR
677,Eve,33,110647.68,Marketing
678,Charlie,53,54247.44,Sales
679,Eve,52,69719.29,HR
680,Eve,37,47489.22,IT
681,Eve,51,53288.22,Sales
682,Eve,51,81124.66,HR
683,Bob,37,54511.70,Finance
684,Bob,29,49533.23,Finance
685,Charlie,62,72573.66,Sales
686,Alice,68,52564.19,IT
687,Eve,40,120201.53,HR
688,Alice,50,120869.20,Sales
689,Alice,24,122873.16,Marketing
690,Charlie,68,128185.63,Sales
691,Eve,62,54836.39,Marketing
692,Eve,21,86610.28,HR
693,David,65,59465.18,Sales
694,Alice,67,52591.52,Finance
695,Alice,32,57199.98,IT
696,Bob,28,62122.85,Sales
697,David,22,74948.91,Sales
698,Bob,31,49928.55,Finance
699,Bob,60,42234.01,Sales
700,Bob,67,68283.03,Marketing
701,Charlie,57,86998.67,HR
702,Charlie,26,113561.13,Marketing
703,Bob,61,78476.50,Sales
704,David,49,99271.25,HR
705,Alice,38,118344.86,Finance
706,David,42,97234.78,IT
707,Eve,35,53148.66,IT
708,Charlie,28,93829.50,Marketing
709,Alice,54,130048.04,Finance
710,Alice,48,113858.02,HR
711,Eve,48,84756.16,HR
712,Eve,58,120749.05,HR
713,Bob,57,40058.13,Marketing
714,Charlie,35,110204.38,Finance
715,Charlie,39,93285.93,HR
716,David,34,53234.67,Sales
717,Bob,62,110268.80,IT
718,Bob,40,125531.44,HR
719,Bob,55,104805.18,Finance
720,Bob,45,99567.37,HR
721,Charlie,24,104279.34,Marketing
722,Charlie,51,46116.25,Marketing
723,Bob,19,121379.01,Finance
724,David,61,92361.19,IT
725,Alice,19,58607.64,Sales
726,Alice,39,42162.63,IT
727,David,18,105396.51,Marketing
728,Bob,51,95324.58,HR
729,Charlie,54,96093.77,Finance
730,Alice,28,75156.25,HR
731,Eve,44,118223.23,HR
732,Eve,31,122305.58,Marketing
733,David,25,86340.95,Marketing
734,Bob,34,111291.79,Sales
735,Alice,30,111059.62,Sales
736,Bob,57,97535.07,Marketing
737,Alice,64,68446.18,IT
738,David,24,68510.44,Marketing
739,David,32,56755.57,IT
740,Eve,58,38255.41,Finance
741,Bob,63,65886.01,Finance
742,Eve,32,95610.44,IT
743,Bob,60,69755.97,Finance
744,Eve,53,92545.53,Sales
745,Charlie,31,114735.61,Sales
746,Charlie,47,85137.51,Finance
747,Charlie,64,69598.89,HR
748,Charlie,53,38196.99,HR
749,Alice,31,68038.41,Sales
750,Charlie,21,91214.01,HR
751,David,26,119259.40,HR
752,David,50,58714.12,IT
753,Alice,25,66157.15,Finance
754,Charlie,32,68963.90,Sales
755,Charlie,55,110580.09,HR
756,Charlie,46,99829.65,Marketing
757,Eve,18,44640.14,Finance
758,Bob,55,60077.91,IT
759,Eve,69,122127.79,IT
760,Bob,44,101856.62,Finance
761,Charlie,31,115300.15,HR
762,Charlie,25,93346.56,Marketing
763,Eve,24,114612.95,Sales
764,Eve,41,103811.45,IT
765,Bob,33,105260.45,Marketing
766,David,18,76395.20,Marketing
767,Bob,59,88933.66,Marketing
768,Eve,29,96407.71,HR
769,Eve,58,47370.77,Marketing
770,Alice,27,122612.95,Finance
771,Eve,59,60417.96,IT
772,Alice,52,57145.00,Sales
773,David,51,76646.03,Marketing
774,Bob,26,98709.21,Finance
775,Bob,66,92073.53,IT
776,Alice,39,81688.70,Sales
777,Bob,54,44429.64,Finance
778,Eve,29,127458.60,Marketing
779,Charlie,53,34664.85,Marketing
780,Alice,59,72221.12,Marketing
782,Alice,34,36615.28,Marketing
783,Alice,19,90269.97,Sales
781,Bob,49,116609.24,Finance
784,Charlie,48,124094.72,Sales
785,Eve,37,49084.81,Sales
786,Alice,55,74152.21,IT
787,Bob,22,126833.71,Sales
788,David,25,120509.58,Finance
789,Alice,33,40924.75,Finance
790,Alice,49,77345.69,HR
791,Charlie,20,125637.60,Sales
792,Eve,26,101356.39,Marketing
793,David,53,80660.91,Finance
794,Bob,50,35021.43,IT
795,David,23,81949.91,IT
796,Bob,49,124079.68,Finance
797,Eve,35,84602.54,Marketing
798,Bob,21,50272.08,Sales
799,Charlie,61,103932.33,Sales
800,Charlie,63,70242.93,Finance
801,Charlie,45,91210.94,Marketing
802,Charlie,52,130947.30,IT
803,David,68,125322.91,IT
804,Eve,51,78427.11,HR
805,Bob,51,55570.44,Finance
806,Bob,66,37038.42,HR
807,Charlie,54,70056.02,Sales
808,Charlie,50,48903.99,Marketing
809,Alice,33,52780.85,HR
810,Eve,55,100397.31,Sales
811,David,54,49135.92,IT
812,Bob,61,129964.58,IT
813,Alice,34,50437.60,Sales
814,Alice,40,121673.54,Sales
815,Bob,28,63654.58,Sales
816,David,68,91947.24,Sales
817,Alice,51,83444.06,Sales
818,Alice,42,39629.16,Finance
819,Eve,65,106767.57,IT
820,David,36,52073.20,IT
821,Alice,25,55442.10,Sales
822,David,21,81974.63,HR
823,Bob,23,36763.65,Sales
824,Charlie,41,99785.81,IT
825,Alice,37,53038.60,Marketing
826,Eve,20,82859.80,Finance
827,Bob,58,51768.86,Finance
828,David,40,99152.80,Finance
829,Bob,36,36028.45,Sales
830,Alice,18,63081.05,Finance
831,David,20,77034.44,HR
832,Charlie,40,52007.86,HR
833,Bob,18,34595.17,Finance
834,Alice,64,121863.09,Sales
835,Eve,22,116080.56,Marketing
836,David,45,39570.05,Finance
837,Bob,65,105272.10,Marketing
838,Bob,22,55504.59,HR
839,Charlie,36,37880.84,Finance
840,Charlie,61,83101.46,Marketing
842,Eve,47,55997.92,IT
843,Alice,25,52816.11,Sales
